Id,FileID,Domain,RepoName,FilePath,LineStart,LineEnd,GroundTruth,WithWords,ValueStart,ValueEnd,InURL,InRuntimeParameter,CharacterSet,CryptographyKey,PredefinedPattern,VariableNameType,Entropy,Length,Base64Encode,HexEncode,URLEncode,Category
96790,6ac3f79f,GitHub,50366042,data/50366042/src/6ac3f79f.yml,12,12,T,F,31,51,F,F,,,,,4.02,20,F,F,F,Key:Gitlab Feed Token
96792,416ed26b,GitHub,50366042,data/50366042/other/416ed26b.md,161,161,F,F,56,60,F,F,,,,,2.00,4,F,F,F,API
96793,053150b6,GitHub,50366042,data/50366042/src/053150b6.json,418,418,F,F,22,28,F,F,,,,,1.29,6,F,F,F,Token
96794,053150b6,GitHub,50366042,data/50366042/src/053150b6.json,1469,1469,F,F,24,31,F,F,,,,,1.32,7,F,F,F,Key
96795,2e0b878f,GitHub,50366042,data/50366042/test/2e0b878f.json,608,608,F,F,21,27,F,F,,,,,0.96,6,F,F,F,Password
96796,b742686d,GitHub,50366042,data/50366042/test/b742686d.json,1467,1467,F,F,25,31,F,F,,,,,0.96,6,F,F,F,Password
96797,b742686d,GitHub,50366042,data/50366042/test/b742686d.json,1727,1727,F,F,28,34,F,F,,,,,1.29,6,F,F,F,Password
96798,b742686d,GitHub,50366042,data/50366042/test/b742686d.json,1728,1728,F,F,25,31,F,F,,,,,0.96,6,F,F,F,Password
96799,053150b6,GitHub,50366042,data/50366042/src/053150b6.json,2862,2862,F,F,27,33,F,F,,,,,0.96,6,F,F,F,Key
96800,053150b6,GitHub,50366042,data/50366042/src/053150b6.json,3281,3281,F,F,25,31,F,F,,,,,0.96,6,F,F,F,Password
96801,053150b6,GitHub,50366042,data/50366042/src/053150b6.json,4006,4006,F,F,24,30,F,F,,,,,0.96,6,F,F,F,Key
96802,2e0b878f,GitHub,50366042,data/50366042/test/2e0b878f.json,641,641,F,F,21,27,F,F,,,,,0.96,6,F,F,F,Key
96803,053150b6,GitHub,50366042,data/50366042/src/053150b6.json,4637,4637,F,F,24,31,F,F,,,,,0.92,7,F,F,F,Key
96804,053150b6,GitHub,50366042,data/50366042/src/053150b6.json,4751,4751,F,F,25,31,F,F,,,,,1.29,6,F,F,F,Key
96805,053150b6,GitHub,50366042,data/50366042/src/053150b6.json,4838,4838,F,F,32,38,F,F,,,,,1.29,6,F,F,F,Auth:Token
96806,2e0b878f,GitHub,50366042,data/50366042/test/2e0b878f.json,830,830,F,F,23,29,F,F,,,,,0.96,6,F,F,F,Auth
96807,b742686d,GitHub,50366042,data/50366042/test/b742686d.json,3172,3172,F,F,20,26,F,F,,,,,0.96,6,F,F,F,Password
96808,2e0b878f,GitHub,50366042,data/50366042/test/2e0b878f.json,1009,1009,F,F,24,30,F,F,,,,,1.29,6,F,F,F,Password
96809,2e0b878f,GitHub,50366042,data/50366042/test/2e0b878f.json,1010,1010,F,F,21,27,F,F,,,,,1.29,6,F,F,F,Password
96810,6ac3f79f,GitHub,50366042,data/50366042/src/6ac3f79f.yml,10,10,T,F,23,59,F,F,,,,,3.08,36,F,F,F,Key
96811,99905145,GitHub,50366042,data/50366042/src/99905145.json,812,812,F,F,31,36,F,F,,,,,0.99,5,F,F,F,Auth
