Id,FileID,Domain,RepoName,FilePath,LineStart,LineEnd,GroundTruth,WithWords,ValueStart,ValueEnd,InURL,InRuntimeParameter,CharacterSet,CryptographyKey,PredefinedPattern,VariableNameType,Entropy,Length,Base64Encode,HexEncode,URLEncode,Category
9339,f679bd08,GitHub,14a53c5a,data/14a53c5a/src/f679bd08.swift,36,36,F,F,,,F,F,,,,,0,0,F,F,F,Password
9340,d77742dc,GitHub,14a53c5a,data/14a53c5a/src/d77742dc.swift,56,56,F,F,,,F,F,,,,,0,0,F,F,F,Password
11318,d77742dc,GitHub,14a53c5a,data/14a53c5a/src/d77742dc.swift,33,33,F,F,,,F,F,,,,,0,0,F,F,F,Password
17611,52c6307f,GitHub,14a53c5a,data/14a53c5a/src/52c6307f.swift,66,66,F,F,,,F,F,,,,,0,0,F,F,F,Secret
17612,68054a9f,GitHub,14a53c5a,data/14a53c5a/src/68054a9f.swift,78,78,F,F,,,F,F,,,,,0,0,F,F,F,Secret:Key
17613,2dd8fff4,GitHub,14a53c5a,data/14a53c5a/src/2dd8fff4.swift,89,89,F,F,,,F,F,,,,,0,0,F,F,F,Secret:Key
17614,41bce68f,GitHub,14a53c5a,data/14a53c5a/src/41bce68f.swift,66,66,F,F,,,F,F,,,,,0,0,F,F,F,Secret
17615,d77742dc,GitHub,14a53c5a,data/14a53c5a/src/d77742dc.swift,64,64,F,F,,,F,F,,,,,0,0,F,F,F,Secret:Key
22499,127ff47c,GitHub,14a53c5a,data/14a53c5a/test/127ff47c.json,3101,3101,F,F,,,F,F,,,,,0,0,F,F,F,Secret
22622,9a167e56,GitHub,14a53c5a,data/14a53c5a/test/9a167e56.json,835,835,F,F,,,F,F,,,,,0,0,F,F,F,Secret
23890,77c45bb9,GitHub,14a53c5a,data/14a53c5a/src/77c45bb9.h,39,39,F,F,,,F,F,,,,,0,0,F,F,F,Token
23891,1d8215c2,GitHub,14a53c5a,data/14a53c5a/src/1d8215c2.h,27,27,F,F,,,F,F,,,,,0,0,F,F,F,Token
27314,5a799ea9,GitHub,14a53c5a,data/14a53c5a/src/5a799ea9.rb,18,18,F,F,53,117,F,F,,,,,0,0,F,F,F,API
41604,5a799ea9,GitHub,14a53c5a,data/14a53c5a/src/5a799ea9.rb,6,6,F,F,,,F,F,,,,,0,0,F,F,F,Secret
41605,5a799ea9,GitHub,14a53c5a,data/14a53c5a/src/5a799ea9.rb,12,12,F,F,,,F,F,,,,,0,0,F,F,F,Bitbucket Client Secret
74412,d77742dc,GitHub,14a53c5a,data/14a53c5a/src/d77742dc.swift,53,53,F,F,,,F,F,,,,,0,0,F,F,F,Password
82736,5a799ea9,GitHub,14a53c5a,data/14a53c5a/src/5a799ea9.rb,13,13,F,F,53,117,F,F,,,,,0,0,F,F,F,Bitbucket Client Secret
82737,5a799ea9,GitHub,14a53c5a,data/14a53c5a/src/5a799ea9.rb,14,14,F,F,53,117,F,F,,,,,0,0,F,F,F,Bitbucket Client Secret
82738,5a799ea9,GitHub,14a53c5a,data/14a53c5a/src/5a799ea9.rb,15,15,F,F,53,117,F,F,,,,,0,0,F,F,F,Bitbucket Client Secret
